period,programme,scheme,scheme_description,basis,nationality_code,nationality,recipients
2022Q3,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,00,All,44683
2022Q3,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,01,Irish nationals,35886
2022Q3,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,03,United Kingdom,1168
2022Q3,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),291
2022Q3,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),3369
2022Q3,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,06,Other nationals,3969
2022Q3,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,00,All,24806
2022Q3,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,01,Irish nationals,20299
2022Q3,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,03,United Kingdom,554
2022Q3,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),711
2022Q3,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),2223
2022Q3,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,06,Other nationals,1019
2022Q3,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,00,All,6992
2022Q3,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,01,Irish nationals,5586
2022Q3,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,03,United Kingdom,178
2022Q3,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),181
2022Q3,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),534
2022Q3,Working Age Income Supports,PAT,Paternity Benefit,Social Insurance,06,Other nationals,513
2022Q3,Working Age Income Supports,PUP,Pandemic Unemployment Claim,Social Insurance,00,All,8
2022Q3,Working Age Income Supports,PUP,Pandemic Unemployment Claim,Social Insurance,01,Irish nationals,8
2022Q3,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,00,All,171823
2022Q3,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,01,Irish nationals,116405
2022Q3,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,03,United Kingdom,6139
2022Q3,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),1893
2022Q3,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),14595
2022Q3,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,06,Other nationals,32791
2022Q3,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,00,All,82229
2022Q3,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,01,Irish nationals,66870
2022Q3,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,03,United Kingdom,2282
2022Q3,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),1683
2022Q3,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),8894
2022Q3,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,06,Other nationals,2500
2022Q3,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,00,All,1155
2022Q3,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,01,Irish nationals,792
2022Q3,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,03,United Kingdom,99
2022Q3,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),17
2022Q3,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),158
2022Q3,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,06,Other nationals,89
2022Q4,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,00,All,3225
2022Q4,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,01,Irish nationals,2277
2022Q4,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,03,United Kingdom,117
2022Q4,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),47
2022Q4,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),561
2022Q4,Children,BTWF,Back to Work Scheme Family Dividend,Social Assistance,06,Other nationals,223
2022Q4,Children,CB,Child Benefit,Social Assistance,00,All,656074
2022Q4,Children,CB,Child Benefit,Social Assistance,01,Irish nationals,495355
2022Q4,Children,CB,Child Benefit,Social Assistance,03,United Kingdom,18856
2022Q4,Children,CB,Child Benefit,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),13011
2022Q4,Children,CB,Child Benefit,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),70383
2022Q4,Children,CB,Child Benefit,Social Assistance,06,Other nationals,58469
2022Q4,Children,FIS,Working Family Payment,Social Assistance,00,All,51186
2022Q4,Children,FIS,Working Family Payment,Social Assistance,01,Irish nationals,36337
2022Q4,Children,FIS,Working Family Payment,Social Assistance,03,United Kingdom,1705
2022Q4,Children,FIS,Working Family Payment,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),947
2022Q4,Children,FIS,Working Family Payment,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),8814
2022Q4,Children,FIS,Working Family Payment,Social Assistance,06,Other nationals,3383
2022Q4,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,00,All,94409
2022Q4,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,01,Irish nationals,83999
2022Q4,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,03,United Kingdom,3974
2022Q4,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),436
2022Q4,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),3733
2022Q4,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,06,Other nationals,2267
2022Q4,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,00,All,4121
2022Q4,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,01,Irish nationals,3606
2022Q4,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,03,United Kingdom,114
2022Q4,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),30
2022Q4,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),310
2022Q4,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,06,Other nationals,61
2022Q4,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,00,All,129466
2022Q4,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,01,Irish nationals,105538
2022Q4,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,03,United Kingdom,3588
2022Q4,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),1962
2022Q4,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),14402
2022Q4,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,06,Other nationals,3976
2022Q4,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,00,All,160134
2022Q4,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,01,Irish nationals,141260
2022Q4,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,03,United Kingdom,6806
2022Q4,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),908
2022Q4,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),7759
2022Q4,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,06,Other nationals,3401
2022Q4,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,00,All,57887
2022Q4,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,01,Irish nationals,52089
2022Q4,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,03,United Kingdom,1606
2022Q4,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),411
2022Q4,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),3479
2022Q4,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,06,Other nationals,302
2022Q4,Pensions,SPC,State Pension Contributory,Social Insurance,00,All,488587
2022Q4,Pensions,SPC,State Pension Contributory,Social Insurance,01,Irish nationals,467306
2022Q4,Pensions,SPC,State Pension Contributory,Social Insurance,03,United Kingdom,12278
2022Q4,Pensions,SPC,State Pension Contributory,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),2606
2022Q4,Pensions,SPC,State Pension Contributory,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),4010
2022Q4,Pensions,SPC,State Pension Contributory,Social Insurance,06,Other nationals,2387
2022Q4,Pensions,SPNC,State Pension Non Contributory,Social Assistance,00,All,99270
2022Q4,Pensions,SPNC,State Pension Non Contributory,Social Assistance,01,Irish nationals,86268
2022Q4,Pensions,SPNC,State Pension Non Contributory,Social Assistance,03,United Kingdom,5443
2022Q4,Pensions,SPNC,State Pension Non Contributory,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),683
2022Q4,Pensions,SPNC,State Pension Non Contributory,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),2337
2022Q4,Pensions,SPNC,State Pension Non Contributory,Social Assistance,06,Other nationals,4539
2022Q4,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,00,All,126629
2022Q4,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,01,Irish nationals,119549
2022Q4,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,03,United Kingdom,3309
2022Q4,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),705
2022Q4,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),2080
2022Q4,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,06,Other nationals,986
2022Q4,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,00,All,94421
2022Q4,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,01,Irish nationals,81342
2022Q4,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,03,United Kingdom,5969
2022Q4,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),728
2022Q4,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),4179
2022Q4,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,06,Other nationals,2203
2022Q4,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,00,All,157812
2022Q4,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,01,Irish nationals,152530
2022Q4,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,03,United Kingdom,3469
2022Q4,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),545
2022Q4,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),956
2022Q4,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,06,Other nationals,312
2022Q4,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,00,All,9987
2022Q4,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,01,Irish nationals,6294
2022Q4,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,03,United Kingdom,465
2022Q4,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),265
2022Q4,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),2127
2022Q4,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,06,Other nationals,836
2022Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,00,All,29339
2022Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,01,Irish nationals,23359
2022Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,03,United Kingdom,563
2022Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),789
2022Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),2273
2022Q4,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,06,Other nationals,2355
2022Q4,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,00,All,45164
2022Q4,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,01,Irish nationals,35996
2022Q4,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,03,United Kingdom,1155
2022Q4,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),312
2022Q4,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),3382
2022Q4,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,06,Other nationals,4319
2022Q4,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,00,All,24033
2022Q4,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,01,Irish nationals,19625
2022Q4,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,03,United Kingdom,532
2022Q4,Working Age Income Supports,PAR,Parents Benefit,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),590
